0	0.1	0.003	0.005
200	0.310134888	0.442993164	0.632843018
202	0.311767578	0.667190552	0.132736206
204	0.98638916	0.640289307	0.98638916
206	0.471282959	0.474197388	0.321334839
208	0.687637329	0.687637329	0.220825195
210	0.260513306	0.564285278	0.753738403
212	0.050949097	0.138153076	0.263092041
214	0.627990723	0.627990723	0.614624023
216	0.15852356	0.524703979	0.856826782
218	-0.003677368	0.77645874	0.431884766
220	0.697280884	0.697280884	0.427001953
222	0.744262695	0.580581665	0.40447998
224	0.264694214	0.346725464	-0.032775879
226	0.773895264	0.384872437	0.611587524
228	0.073425293	0.0884552	0.319793701
230	0.307006836	0.605041504	0.660690308
232	0.356109619	0.35345459	0.639831543
234	0.30859375	0.956115723	0.6978302
236	0.704040527	0.704040527	0.698989868
238	0.557235718	0.205154419	0.608276367
240	0.736968994	0.580535889	0.147384644
242	0.171051025	-0.079391479	0.072662354
244	0.451919556	0.362045288	0.872344971
246	-0.204071045	0.511871338	0.037582397
248	0.608795166	0.608795166	0.608795166
250	0.457733154	0.421081543	0.98550415
252	-0.176086426	0.187255859	0.187255859
254	0.693130493	0.631530762	0.244369507
256	0.940460205	0.7003479	0.629379272
258	0.417831421	0.215408325	0.224014282
260	0.761444092	0.638198853	0.283203125
262	-0.026580811	0.214492798	0.750732422
264	0.019317627	0.45803833	0.25881958
266	0.994018555	0.580749512	0.994018555
268	0.381057739	0.786773682	1.104446411
270	0.991607666	0.981552124	0.500030518
272	1.210952759	0.719924927	0.587783813
274	0.686782837	0.915420532	0.618469238
276	1.156188965	1.035507202	0.480209351
278	0.610961914	0.52645874	0.801818848
280	0.72227478	1.202209473	0.85534668
282	1.279464722	1.279464722	0.783538818
284	0.669448853	0.730697632	1.338790894
286	1.393890381	1.584243774	1.390167236
288	2.257919312	1.908004761	1.479202271
290	1.905044556	1.80140686	1.782089233
292	1.937835693	1.76133728	1.708221436
294	2.007385254	1.85055542	1.764633179
296	1.667892456	1.801330566	1.609008789
